movieId,score,reason
705,1.0,"Singin’ in the Rain sparkles with joyous song, dance, and pure sunshine."
143,0.95,The Sound of Music overflows with uplifting melodies and Alpine splendor.
485,0.92,My Fair Lady’s witty charm and lush song numbers beam with elegance.
487,0.9,Roman Holiday’s playful romance and wonderous streets of Rome delight.
486,0.88,Sabrina’s enchanting makeover and sweet humor shine with heartfelt warmth.
131,0.85,"Breakfast at Tiffany’s glitters with glamour, wit, and Audrey’s timeless grace."
965,0.83,Funny Face’s swanky Parisian comedy and melodies brim with chic joie de vivre.
610,0.8,Gigi’s sumptuous songs and bright Riviera romance glow with elegance.
602,0.78,An American in Paris whirls with Gershwin tunes and vibrant romance.
965,0.76,Funny Face’s swanky Parisian comedy and melodies brim with chic joie de vivre.
