movieId,score,reason
202,0.98,Groundhog Day — repeats a single fateful day
429,0.96,"Day the Earth Stood Still, The — world-changing day in title"
826,0.94,Daylight — race against time through a single day
815,0.92,One Fine Day — romance unfolding over a busy day
1218,0.9,Friday — a day-named comedy classic
533,0.88,"Daytrippers, The — journey and discoveries made in one day"
202,0.86,Groundhog Day — popular day-in-title time loop
429,0.84,Day the Earth Stood Still — sci-fi day in title
826,0.82,Daylight — thriller with day theme
1218,0.8,Friday — workplace hijinks on Friday
