movieId,score,reason
11,0.98,Seven’s dark serial-killer thriller with hypnotic suspense.
12,0.97,Masterclass in twists and deception in The Usual Suspects.
5,0.96,Psychological cat-and-mouse serial-killer drama in San Francisco.
38,0.95,Cyber-thriller prefiguring modern digital paranoia.
39,0.94,Gripping near-future crime drama set amid LA’s underground.
54,0.93,Outbreak medical thriller with global stakes.
805,0.92,Woody Allen’s blend of comedy and murder mystery in Manhattan.
332,0.91,Morgan Freeman leads a relentless hunt for a serial kidnapper.
302,0.9,L.A. Confidential’s layered police conspiracy mystery.
654,0.89,Chinatown’s timeless noir of corruption and dark secrets.
