movieId,score,reason
11,0.95,"Detectives bend rules chasing a serial killer in a relentless, morally gray hunt"
12,0.93,"Police interrogations mask shifting truths in a taut, dark procedural"
273,0.91,"Heist mastermind and relentless cop duel in a gritty, morally ambiguous crime saga"
302,0.89,1950s LAPD corruption and investigative suspense blur good and evil lines
591,0.87,Lawyer and suspect dance darkly as justice and manipulation intertwine
742,0.85,"Father and detective twist ransom pursuit into a tense, ambiguous moral game"
332,0.83,Psychological profiling pits cross-country chases against detective’s dark doubts
293,0.81,"Undercover FBI agent delves into mob world, torn by loyalty and moral conflict"
298,0.79,"Agent swaps face with a criminal, igniting a high-stakes chase of blurred ethics"
1026,0.77,Political cover-ups and a tenacious D.A. clash in a gritty legal-procedural war
