movieId,score,reason
324,0.98,David Lynch’s surreal noir reveals a dream-like Los Angeles drenched in nighttime mystery
39,0.96,Moody near-future thriller with a hauntingly realistic technological dread in a sleeping city
200,0.95,"Isolated hotel corridors and mounting suspense create an eerie, silent dread that lingers"
89,0.94,Futuristic urban noir where neon rain and existential tension pulse through shadowy streets
23,0.93,A lone nighttime cab driver’s insomnia-fueled descent into the gritty underbelly of a sleeping New York
691,0.91,Gothic atmosphere and alien-like dread hang heavy as reality twists through shadowy alleys
175,0.9,"Terry Gilliam’s dystopian fable builds creeping, bureaucratic terror beneath the city lights"
350,0.89,"Subtle supernatural thriller where evil hides in plain sight, with claustrophobic tension"
219,0.88,"Nightmarish boogeyman stalks muted bedrooms, wrapping quiet nights in brooding, uncanny dread"
260,0.87,Psychological sci-fi horror that unsettlingly blurs the boundaries between reality and nightmare
